audio_file|text|speaker_name
processed-audio/lincolnhistoryvol1_17_haynicolay_64kb_chunk_021.wav|this matter, both by the weight of their personal and professional character, and by their eminent official standing among the jurists of our time. We shall quote rather fully from addresses delivered by Justice David Davis of the Supreme Court of the United States, and by|narrator
processed-audio/lincolnhistoryvol1_17_haynicolay_64kb_chunk_022.wav|Judge Drummond, the United States District Judge for Illinois. Judge Davis says, I enjoyed for over 20 years the personal friendship of Mr. Lincoln. We were admitted to the bar about the same time and traveled for many years what his|narrator
processed-audio/lincolnhistoryvol1_17_haynicolay_64kb_chunk_023.wav|known in Illinois as the 8th Judicial Circuit. In 1848, when I first went on the bench, the circuit embraced 14 counties, and Mr. Lincoln went with the court to every county. Railroads were not then in use, and our motive...|narrator
processed-audio/lincolnhistoryvol1_17_haynicolay_64kb_chunk_024.wav|travel was either on horseback or in buggies. This simple life he loved, preferring it to the practice of the law in a city where, although the remuneration would have been greater, the opportunity would be less for mixing with the great body of the people who...|narrator
processed-audio/lincolnhistoryvol1_17_haynicolay_64kb_chunk_025.wav|loved him and whom he loved. Mr. Lincoln was transferred from the bar of that circuit to the office of the president of the United States, having been without official position since he left Congress in 1849. In all the elements|narrator
processed-audio/lincolnhistoryvol1_17_haynicolay_64kb_chunk_026.wav|that constitute the great lawyer he had few equals. He was great both at Nisi Purius and before the Appellate Tribunal. He seized the strong points of a cause and presented them with clearness and great compactness.|narrator
processed-audio/lincolnhistoryvol1_17_haynicolay_64kb_chunk_027.wav|time was logical and direct, and he did not indulge in extraneous discussion. Generalities and platitudes had no charms for him. An unfailing vein of humor never deserted him, and he was able to claim the attention of court and jury.|narrator
processed-audio/lincolnhistoryvol1_17_haynicolay_64kb_chunk_028.wav|when the cause was the most uninteresting by the appropriateness of his anecdotes. Footnote. CP Linder once said to an Eastern lawyer who expressed the opinion that Lincoln was wasting his time and telling stories to the jury. Don't lay that flat-|narrator
processed-audio/lincolnhistoryvol1_17_haynicolay_64kb_chunk_029.wav|to your soul. Lincoln is like Tanzi's horse. He breaks to win. TWS Kid in the Lincoln Memorial album and a footnote. His power of comparison was large and he railed...|narrator
processed-audio/lincolnhistoryvol1_17_haynicolay_64kb_chunk_030.wav|failed in a legal discussion to use that mode of reasoning. The framework of his mental and moral being was honesty and a wrong cause was poorly defended by him. The ability which some eminent lawyers possess of explaining away the bad points of|narrator
processed-audio/lincolnhistoryvol1_17_haynicolay_64kb_chunk_031.wav|a cause by ingenious sophistry was denied him. In order to bring into full activity his great powers, it was necessary that he should be convinced of the right and justice of the matter which he advocated. When so convinced whether the|narrator
processed-audio/lincolnhistoryvol1_17_haynicolay_64kb_chunk_032.wav|cause was great or small, heat was usually successful. He read law books but little, except when the cause in hand made it necessary. Yet he was usually self-reliant, depending upon his own resources, and rarely consulting his brother lawyers either.|narrator
processed-audio/lincolnhistoryvol1_17_haynicolay_64kb_chunk_033.wav|on the management of his case or on the legal questions involved. Mr. Lincoln was the fairest and most accommodating of practitioners, granting all favors which were consistent with his duty to his client, and rarely availing himself of an unwary oversight of his abyss.|narrator
processed-audio/lincolnhistoryvol1_17_haynicolay_64kb_chunk_034.wav|He hated wrong and oppression everywhere, and many a man whose fraudulent conduct was undergoing review in a court of justice has writhed under his terrific indignation and reviews. He was the most simple and...|narrator
processed-audio/lincolnhistoryvol1_17_haynicolay_64kb_chunk_035.wav|unostentacious of men in his habits, having few wants, and those easily supplied. To his honor be it said that he never took from a client, even when his cause was gained, more than he thought the services were worth, and the client could reasonably afford to|narrator
processed-audio/lincolnhistoryvol1_17_haynicolay_64kb_chunk_036.wav|The people where he practiced law were not rich, and his charges were always small. When he was elected president, I questioned whether there was a lawyer in the circuit who had been at the bar so long a time, whose means were not larger.|narrator
processed-audio/lincolnhistoryvol1_17_haynicolay_64kb_chunk_037.wav|It did not seem to be one of the purposes of his life to accumulate a fortune. In fact, outside of his profession, he had no knowledge of the way to make money. He never even attempted it. Mr. Lincoln was loved by his brother and at the bar, and no-|narrator
processed-audio/lincolnhistoryvol1_17_haynicolay_64kb_chunk_038.wav|Body of men will grieve more at his death or pay more sincere tributes to his memory. His presence on the circuit was watched for with interest and never failed to produce joy or hilarity. When casually absent, the spirits of both bar and people were depressed.|narrator
processed-audio/lincolnhistoryvol1_17_haynicolay_64kb_chunk_039.wav|He was not fond of litigation and would compromise a lawsuit whenever practicable. No clear or more authoritative statement of Lincoln's rank as a lawyer can ever be made than is found in these brief sentences in which the warmth of personal affection is not...|narrator
processed-audio/lincolnhistoryvol1_17_haynicolay_64kb_chunk_040.wav|permitted to disturb the measured appreciation, the habitual reserve of the eminent jurist. But as it may be objected that the friendship which United Davis and Lincoln rendered the one incapable of a just judgment upon the merits of the other, we will all-|narrator
processed-audio/lincolnhistoryvol1_17_haynicolay_64kb_chunk_041.wav|also given extract from the address delivered in Chicago by one of the ableist and most impartial lawyers who have ever honored the bar and the bench in the west. Judge Drummond says, with a probity of character known to all.|narrator
processed-audio/lincolnhistoryvol1_17_haynicolay_64kb_chunk_042.wav|and intuitive insight into the human heart, with a clearness of statement which was in itself an argument, with uncommon power and felicity of illustration, often it is true of a plain and homely kind, and with that sincerity and|narrator
processed-audio/lincolnhistoryvol1_17_haynicolay_64kb_chunk_043.wav|earnestness of manner which carried conviction. He was perhaps one of the most successful jury lawyers we ever had in the state. He always tried to case fairly and honestly. He never intentionally misrepresented the evidence of a witness, nor the argument—|narrator
processed-audio/lincolnhistoryvol1_17_haynicolay_64kb_chunk_044.wav|of an opponent. He met both squarely, and if he could not explain the one or answer the other, substantially admitted it. He never mistreated the law according to his own intelligent view of it. Such was the transparent can-|narrator
processed-audio/lincolnhistoryvol1_17_haynicolay_64kb_chunk_045.wav|and integrity of his nature, that he could not well or strongly argue aside or cause that he thought wrong. Of course, he felt at his duty to say what could be said, and to leave the decision to others, but there could be seen in such cases the inward struggle|narrator
processed-audio/lincolnhistoryvol1_17_haynicolay_64kb_chunk_046.wav|of his mind. In trying a case he might occasionally dwell too long upon or give too much importance to an inconsiderable point. But this was the exception, and generally he went straight to the citadel of a cause or question, and struck home.|narrator
processed-audio/lincolnhistoryvol1_17_haynicolay_64kb_chunk_047.wav|there. Knowing if that were one, the outworks would necessarily fall. He could hardly be called very learned in his profession, and yet he rarely tried a case without fully understanding the law applicable to it. And I have no hesitation in saying he was one of the A-|narrator
processed-audio/lincolnhistoryvol1_17_haynicolay_64kb_chunk_048.wav|I have ever known. If he was forcible before a jury, he was equally so with the court. He detected with unerring sagacity the weak points of an opponent's argument and pressed his own views with overwhelming strength. His efforts were...|narrator
processed-audio/lincolnhistoryvol1_17_haynicolay_64kb_chunk_049.wav|quite unequal, and it might happen that he would not, on some occasions, strike one as at all remarkable. But let him be thoroughly roused, let him feel that he was right, and some principle was involved in his cause, and he would come out with an earnestness|narrator
processed-audio/lincolnhistoryvol1_17_haynicolay_64kb_chunk_050.wav|of conviction, a power of argument, a wealth of illustration that I have never seen surpassed. This is nothing less than the portrait of a great lawyer, drawn by competent hands, with a lifelong habit of conscient-|narrator
processed-audio/lincolnhistoryvol1_17_haynicolay_64kb_chunk_051.wav|just accuracy. If we chose to continue we could fill this volume with the tributes of his professional associates, ranging all the way from the common places of condolence to the most extravagant eulogy. But enough has been quoted to justify the tradition which Link-|narrator
processed-audio/lincolnhistoryvol1_17_haynicolay_64kb_chunk_052.wav|left behind him at the bar of Illinois. His weak as well as his strong qualities have been indicated. He never learned the technicalities, what some would call the tricks of the profession. The sleight of plea and demeure, the pleasure to man.|narrator
processed-audio/lincolnhistoryvol1_17_haynicolay_64kb_chunk_053.wav|which justice is balked, and a weak case is made to gain an unfair advantage, was too subtle and shifty for his strong and straightforward intelligence. He met those maneuvers sufficiently well, when practiced by others, but he could never get in the way of handling them for himself.|narrator
processed-audio/lincolnhistoryvol1_17_haynicolay_64kb_chunk_054.wav|on the wrong side he was always weak. He knew this himself and avoided such cases when he could consistently with the rules of his profession. He would often persuade a fair minded litigant of the injustice of his case and induce him to give it up.|narrator
processed-audio/lincolnhistoryvol1_17_haynicolay_64kb_chunk_055.wav|His partner, Mr. Herndon, relates to Speech & Point, which Lincoln once made to a man who offered him an objectionable case. Yes, there is no reasonable doubt that I can gain your case for you. I can set a whole neighborhood at loggerheads.|narrator
processed-audio/lincolnhistoryvol1_17_haynicolay_64kb_chunk_056.wav|I can distress a widowed mother and her six fatherless children, and thereby get for you $600, which rightfully belongs, it appears to me, as much to them as it does to you. I shall not take your case, but I will give a little eb-|narrator
processed-audio/lincolnhistoryvol1_17_haynicolay_64kb_chunk_057.wav|advice for nothing. You seem as brightly an energetic man. I would advise you to try your hand at making $600 in some other way. Sometimes, after he had entered upon a criminal case, the conviction that his client was guilty would affect...|narrator
processed-audio/lincolnhistoryvol1_17_haynicolay_64kb_chunk_058.wav|him with a sort of panic. On one occasion he turned suddenly to his associate and said, �Sweet, the man is guilty. You defend him, I can't. And so gave up his share of a large fee.� The same thing happened at another time when he was engaged.|narrator
processed-audio/lincolnhistoryvol1_17_haynicolay_64kb_chunk_059.wav|with Judge SC Parks in defending a man accused of larceny. He said, if you can say anything for the man, do it, I can't. If I attempt it, the jury will see I think he is guilty and convict him. Once he was prosecuted,|narrator
processed-audio/lincolnhistoryvol1_17_haynicolay_64kb_chunk_060.wav|a civil suit, in the course of which evidence was introduced, showing that his client was attempting a fraud. Lincoln rose and went to his hotel in deep disgust. The judge sent for him, he refused to come. Tell the judge, he said.|narrator
processed-audio/lincolnhistoryvol1_17_haynicolay_64kb_chunk_061.wav|My hands are dirty, I came over to wash them. We are aware that these stories detract something from the character of the lawyer, but this inflexible, inconvenient, and facetidious morality was to be a vast service afterwards to his country and the world.|narrator
processed-audio/lincolnhistoryvol1_17_haynicolay_64kb_chunk_062.wav|The Nemesis, which waits upon the men of extraordinary wit and humor, had not neglected Mr. Lincoln, and the young lawyers of Illinois, who never knew him, have an endless door of jokes and pleasantries in his name, some of them as old.|narrator
processed-audio/lincolnhistoryvol1_17_haynicolay_64kb_chunk_063.wav|as the Howell Glass or Rebelius. Footnote, as a specimen of these stories we give the following well-vouched for, as Apocrypha generally are. Lincoln met one day on the Courthouse Steps a young lawyer who had lost a case. His only one.|narrator
processed-audio/lincolnhistoryvol1_17_haynicolay_64kb_chunk_064.wav|and looked very disconsolate. What has become of your case, Lincoln asked, gone to age, was the gloomy response. Well, don't give it up, Lincoln, me join cheerfully. You can try it again there. A quip which has been attributed to men...|narrator
processed-audio/lincolnhistoryvol1_17_haynicolay_64kb_chunk_065.wav|wits in many ages, and will doubtless make the reputation of gestures yet to be. End of footnote. But the fact is that with all his stories and just, his frank companionable humor, his gift of easy accessibility and welcome, he walks...|narrator
processed-audio/lincolnhistoryvol1_17_haynicolay_64kb_chunk_066.wav|was, even while he traveled the eighth circuit, a man of grave and serious temper, and of an unusual in-age dignity and reserve. He had few or no special intimates, and there was a line beyond which no one ever thought of passing. Peace.|narrator
processed-audio/lincolnhistoryvol1_17_haynicolay_64kb_chunk_067.wav|sides, he was too strong a man in the courtroom to be regarded with anything but respect in a community in which legal ability was the only special mark of distinction. Few of his forensic speeches have been preserved, but his contemporaries all agree as|narrator
processed-audio/lincolnhistoryvol1_17_haynicolay_64kb_chunk_068.wav|to their singular ability and power. He seemed absolutely at home in a courtroom. His great stature did not encumber him there. It seemed like a natural symbol of superiority. His bearing and gesticulation had no awkwardness about them.|narrator
processed-audio/lincolnhistoryvol1_17_haynicolay_64kb_chunk_069.wav|were simply striking and original. He assumed at the start of Frank and friendly relation with the jury, which was extremely effective. He usually began, as the phrase ran, by giving away his case, by allowing to the opposite side every possible|narrator
processed-audio/lincolnhistoryvol1_17_haynicolay_64kb_chunk_070.wav|advantage that they could honestly and justly claim. Then he would present his own side of the case, with a clearness, a candor, and a drightness of statement which at once flattered and convinced the jury and made even the bystanders his partisans.|narrator
processed-audio/lincolnhistoryvol1_17_haynicolay_64kb_chunk_071.wav|Sometimes he disturbed the court with laughter by his humorous or apt illustrations. Sometimes he excited the audience by that floraid and exuberant rhetoric, which he knew well enough how and when to indulge in. But his more usual and more successful manner was to...|narrator
processed-audio/lincolnhistoryvol1_17_haynicolay_64kb_chunk_072.wav|lie upon a clear, strong, lucid statement, keeping details in proper subordination, and bringing forward in a way which fastened the attention of the court in jury alike, the essential point on which he claimed a decision. Indeed, says one of his colleagues.|narrator
processed-audio/lincolnhistoryvol1_17_haynicolay_64kb_chunk_073.wav|his statement often rendered argument unnecessary, and often the court would stop him and say, if that is the case, we will hear the other side. Whatever doubts might be entertained as to whether he was the ableist lawyer on the circuit.|narrator
processed-audio/lincolnhistoryvol1_17_haynicolay_64kb_chunk_074.wav|There was never any dissent from the opinion that he was the one most cordially and universally liked. If he did not himself enjoy his full share of the happiness of life, he certainly diffused more of it among his fellows than is in the power of most men.|narrator
processed-audio/lincolnhistoryvol1_17_haynicolay_64kb_chunk_075.wav|His arrival was a little festival in the county seats, where his pursuits led him to pass so much of his time. Several eyewitnesses have described these scenes, in terms which would seem exaggerated if they were not so fully confirmed.|narrator
processed-audio/lincolnhistoryvol1_17_haynicolay_64kb_chunk_076.wav|"The bench and bar would gather at the tavern where he was expected to give him a cordial welcome,"" says one writer. He brought light with him. This is not hard to understand. Whatever his cares, he never inflicted them upon others. He talked..."|narrator
processed-audio/lincolnhistoryvol1_17_haynicolay_64kb_chunk_077.wav|singularly well, but never about himself. He was full of wit, which never wounded, of humor which mellowed the harshness of that new and raw life of the prairies. He never asked for help, but was always ready to give it. He received every...|narrator
processed-audio/lincolnhistoryvol1_17_haynicolay_64kb_chunk_078.wav|his confidence and rarely gave his own in return. He took no mean advantages in court or in conversation, and, satisfied with the kind respect and kindness which he ever met, he sought no quarrels and seldom had to decline them.|narrator
processed-audio/lincolnhistoryvol1_17_haynicolay_64kb_chunk_079.wav|did not accumulate wealth. As Judge Davis says, he seemed never to care for it. He had a good income from his profession, though the fees he received would bring a smile to the well-paid lips of the great attorneys of today. The largest fee he ever got.|narrator
processed-audio/lincolnhistoryvol1_17_haynicolay_64kb_chunk_080.wav|was one of five thousand dollars from the Illinois Central Railway, and he had to bring suit to compel them to pay it. He spent what he received in the education of his children, in the care of his family, and in a plain and generous way of living. One who often visited him...|narrator
processed-audio/lincolnhistoryvol1_17_haynicolay_64kb_chunk_081.wav|writes, referring to the old-fashioned hospitality of Springfield. Among others I recall, with a sad pleasure, the dinners and evening parties given by Mrs. Lincoln. In her modest and simple home, where everything was so orderly and refined, there was always on the part of...|narrator
processed-audio/lincolnhistoryvol1_17_haynicolay_64kb_chunk_082.wav|both host and hostess, a cordial and hearty washtram welcome, which put every guest perfectly at ease. The table was framed for the excellence of many rare Kentucky dishes, and for the venison, while turkeys and other game, then so abundant.|narrator
processed-audio/lincolnhistoryvol1_17_haynicolay_64kb_chunk_083.wav|Yet it was her genial manner and ever kind welcome, and Mr. Lincoln's wit and humor, anecdote and unrivaled conversation, which formed the chief attraction. Here we leave them for a while, in this peaceful and laborious—|narrator
processed-audio/lincolnhistoryvol1_17_haynicolay_64kb_chunk_084.wav|period of his life, engaged in useful and congenial toil, surrounded by the love and respect of the entire community, in the fullness of his years and strength, the struggles of his youth, which were so easy to his active brain and his mighty muscles.|narrator
processed-audio/lincolnhistoryvol1_17_haynicolay_64kb_chunk_085.wav|all behind him, and the titanic labors of his manhood yet to come. We shall now try to sketch the beginnings of that tremendous controversy, which he was in a few years to take up, to guide and direct to its wonderful and tragicle clothes.|narrator
processed-audio/lincolnhistoryvol1_17_haynicolay_64kb_chunk_086.wav|and a section 17.|narrator
